Year,Country ,Continent,Sub Continent,Date,Arrivals 
2022,MADAGASCAR,Africa,Eastern Africa,2022/03/31,4
2022,MADAGASCAR,Africa,Eastern Africa,2022/04/30,6
2022,MADAGASCAR,Africa,Eastern Africa,2022/05/31,2
2022,MADAGASCAR,Africa,Eastern Africa,2022/06/30,9
2022,MADAGASCAR,Africa,Eastern Africa,2022/07/31,4
2022,MADAGASCAR,Africa,Eastern Africa,2022/08/31,8
2022,MADAGASCAR,Africa,Eastern Africa,2022/09/30,3
2022,MADAGASCAR,Africa,Eastern Africa,2022/10/31,5
2022,MADAGASCAR,Africa,Eastern Africa,2022/11/30,6
2022,MADAGASCAR,Africa,Eastern Africa,2022/12/31,10
2022,MALAWI,Africa,Eastern Africa,2022/01/31,0
2022,MALAWI,Africa,Eastern Africa,2022/02/28,3
2022,MALAWI,Africa,Eastern Africa,2022/03/31,0
2022,MALAWI,Africa,Eastern Africa,2022/04/30,0
2022,MALAWI,Africa,Eastern Africa,2022/05/31,1
2022,MALAWI,Africa,Eastern Africa,2022/06/30,5
2022,MALAWI,Africa,Eastern Africa,2022/07/31,0
2022,MALAWI,Africa,Eastern Africa,2022/08/31,0
2022,MALAWI,Africa,Eastern Africa,2022/09/30,1
2022,MALAWI,Africa,Eastern Africa,2022/10/31,0
2022,MALAWI,Africa,Eastern Africa,2022/11/30,2
2022,MALAWI,Africa,Eastern Africa,2022/12/31,3
2022,MALAYSIA,Asia,South-eastern Asia,2022/01/31,159
2022,MALAYSIA,Asia,South-eastern Asia,2022/02/28,147
2022,MALAYSIA,Asia,South-eastern Asia,2022/03/31,317
2022,MALAYSIA,Asia,South-eastern Asia,2022/04/30,244
2022,MALAYSIA,Asia,South-eastern Asia,2022/05/31,153
2022,MALAYSIA,Asia,South-eastern Asia,2022/06/30,161
2022,MALAYSIA,Asia,South-eastern Asia,2022/07/31,123
2022,MALAYSIA,Asia,South-eastern Asia,2022/08/31,135
2022,MALAYSIA,Asia,South-eastern Asia,2022/09/30,207
2022,MALAYSIA,Asia,South-eastern Asia,2022/10/31,264
2022,MALAYSIA,Asia,South-eastern Asia,2022/11/30,350
2022,MALAYSIA,Asia,South-eastern Asia,2022/12/31,519
2022,MALDIVES,Asia,Southern Asia,2022/01/31,"2,401"
2022,MALDIVES,Asia,Southern Asia,2022/02/28,"1,532"
2022,MALDIVES,Asia,Southern Asia,2022/03/31,"1,910"
2022,MALDIVES,Asia,Southern Asia,2022/04/30,567
2022,MALDIVES,Asia,Southern Asia,2022/05/31,849
2022,MALDIVES,Asia,Southern Asia,2022/06/30,"1,130"
2022,MALDIVES,Asia,Southern Asia,2022/07/31,"1,207"
2022,MALDIVES,Asia,Southern Asia,2022/08/31,957
2022,MALDIVES,Asia,Southern Asia,2022/09/30,"1,314"
2022,MALDIVES,Asia,Southern Asia,2022/10/31,"1,943"
2022,MALDIVES,Asia,Southern Asia,2022/11/30,"1,626"
2022,MALDIVES,Asia,Southern Asia,2022/12/31,"3,444"
2022,MALI,Africa,Western Africa,2022/01/31,0
2022,MALI,Africa,Western Africa,2022/02/28,0
2022,MALI,Africa,Western Africa,2022/03/31,1
2022,MALI,Africa,Western Africa,2022/04/30,0
2022,MALI,Africa,Western Africa,2022/05/31,0
2022,MALI,Africa,Western Africa,2022/06/30,0
2022,MALI,Africa,Western Africa,2022/07/31,0
2022,MALI,Africa,Western Africa,2022/08/31,0
2022,MALI,Africa,Western Africa,2022/09/30,0
2022,MALI,Africa,Western Africa,2022/10/31,1
2022,MALI,Africa,Western Africa,2022/11/30,1
2022,MALI,Africa,Western Africa,2022/12/31,0
2022,MALTA,Europe,Southern Europe,2022/01/31,8
2022,MALTA,Europe,Southern Europe,2022/02/28,15
2022,MALTA,Europe,Southern Europe,2022/03/31,12
2022,MALTA,Europe,Southern Europe,2022/04/30,34
2022,MALTA,Europe,Southern Europe,2022/05/31,10
2022,MALTA,Europe,Southern Europe,2022/06/30,20
2022,MALTA,Europe,Southern Europe,2022/07/31,5
2022,MALTA,Europe,Southern Europe,2022/08/31,15
2022,MALTA,Europe,Southern Europe,2022/09/30,41
2022,MALTA,Europe,Southern Europe,2022/10/31,10
2022,MALTA,Europe,Southern Europe,2022/11/30,5
2022,MALTA,Europe,Southern Europe,2022/12/31,98
2022,MARSHALL ISLANDS,Oceania,Micronesia,2022/01/31,1
2022,MARSHALL ISLANDS,Oceania,Micronesia,2022/02/28,0
2022,MARSHALL ISLANDS,Oceania,Micronesia,2022/03/31,0
2022,MARSHALL ISLANDS,Oceania,Micronesia,2022/04/30,1
2022,MARSHALL ISLANDS,Oceania,Micronesia,2022/05/31,0
2022,MARSHALL ISLANDS,Oceania,Micronesia,2022/06/30,0
2022,MARSHALL ISLANDS,Oceania,Micronesia,2022/07/31,0
2022,MARSHALL ISLANDS,Oceania,Micronesia,2022/08/31,0
2022,MARSHALL ISLANDS,Oceania,Micronesia,2022/09/30,0
2022,MARSHALL ISLANDS,Oceania,Micronesia,2022/10/31,0
2022,MARSHALL ISLANDS,Oceania,Micronesia,2022/11/30,0
2022,MARSHALL ISLANDS,Oceania,Micronesia,2022/12/31,0
2022,MAURITANIA,Africa,Western Africa,2022/01/31,0
2022,MAURITANIA,Africa,Western Africa,2022/02/28,1
2022,MAURITANIA,Africa,Western Africa,2022/03/31,2
2022,MAURITANIA,Africa,Western Africa,2022/04/30,0
2022,MAURITANIA,Africa,Western Africa,2022/05/31,0
2022,MAURITANIA,Africa,Western Africa,2022/06/30,0
2022,MAURITANIA,Africa,Western Africa,2022/07/31,1
2022,MAURITANIA,Africa,Western Africa,2022/08/31,0
2022,MAURITANIA,Africa,Western Africa,2022/09/30,0
2022,MAURITANIA,Africa,Western Africa,2022/10/31,0
2022,MAURITANIA,Africa,Western Africa,2022/11/30,1
2022,MAURITANIA,Africa,Western Africa,2022/12/31,0
2022,MAURITIUS,Africa,Eastern Africa,2022/01/31,7
2022,MAURITIUS,Africa,Eastern Africa,2022/02/28,14
2022,MAURITIUS,Africa,Eastern Africa,2022/03/31,9
2022,MAURITIUS,Africa,Eastern Africa,2022/04/30,12
2022,MAURITIUS,Africa,Eastern Africa,2022/05/31,7
2022,MAURITIUS,Africa,Eastern Africa,2022/06/30,2
2022,MAURITIUS,Africa,Eastern Africa,2022/07/31,7
2022,MAURITIUS,Africa,Eastern Africa,2022/08/31,3
2022,MAURITIUS,Africa,Eastern Africa,2022/09/30,7
2022,MAURITIUS,Africa,Eastern Africa,2022/10/31,4
2022,MAURITIUS,Africa,Eastern Africa,2022/11/30,17
2022,MAURITIUS,Africa,Eastern Africa,2022/12/31,41
2022,MEXICO,North America,Central America,2022/01/31,21
2022,MEXICO,North America,Central America,2022/02/28,33
2022,MEXICO,North America,Central America,2022/03/31,43
2022,MEXICO,North America,Central America,2022/04/30,35
2022,MEXICO,North America,Central America,2022/05/31,18
2022,MEXICO,North America,Central America,2022/06/30,12
2022,MEXICO,North America,Central America,2022/07/31,18
2022,MEXICO,North America,Central America,2022/08/31,15
2022,MEXICO,North America,Central America,2022/09/30,13
2022,MEXICO,North America,Central America,2022/10/31,29
2022,MEXICO,North America,Central America,2022/11/30,33
2022,MEXICO,North America,Central America,2022/12/31,64
2022,MICRONESIA,Oceania,Micronesia,2022/01/31,0
2022,MICRONESIA,Oceania,Micronesia,2022/02/28,0
2022,MICRONESIA,Oceania,Micronesia,2022/03/31,0
2022,MICRONESIA,Oceania,Micronesia,2022/04/30,0
2022,MICRONESIA,Oceania,Micronesia,2022/05/31,0
2022,MICRONESIA,Oceania,Micronesia,2022/06/30,0
2022,MICRONESIA,Oceania,Micronesia,2022/07/31,0
2022,MICRONESIA,Oceania,Micronesia,2022/08/31,0
2022,MICRONESIA,Oceania,Micronesia,2022/09/30,0
2022,MICRONESIA,Oceania,Micronesia,2022/10/31,0
2022,MICRONESIA,Oceania,Micronesia,2022/11/30,0
2022,MICRONESIA,Oceania,Micronesia,2022/12/31,1
2022,MOLDOVA,Europe,Eastern Europe,2022/01/31,79
2022,MOLDOVA,Europe,Eastern Europe,2022/02/28,56
2022,MOLDOVA,Europe,Eastern Europe,2022/03/31,14
2022,MOLDOVA,Europe,Eastern Europe,2022/04/30,7
2022,MOLDOVA,Europe,Eastern Europe,2022/05/31,6
2022,MOLDOVA,Europe,Eastern Europe,2022/06/30,2
2022,MOLDOVA,Europe,Eastern Europe,2022/07/31,1
2022,MOLDOVA,Europe,Eastern Europe,2022/08/31,1
2022,MOLDOVA,Europe,Eastern Europe,2022/09/30,6
2022,MOLDOVA,Europe,Eastern Europe,2022/10/31,12
2022,MOLDOVA,Europe,Eastern Europe,2022/11/30,20
2022,MOLDOVA,Europe,Eastern Europe,2022/12/31,37
2022,MONACO,Europe,Western Europe,2022/01/31,1
2022,MONACO,Europe,Western Europe,2022/02/28,1
2022,MONACO,Europe,Western Europe,2022/03/31,4
2022,MONACO,Europe,Western Europe,2022/04/30,3
2022,MONACO,Europe,Western Europe,2022/05/31,0
2022,MONACO,Europe,Western Europe,2022/06/30,0
2022,MONACO,Europe,Western Europe,2022/07/31,0
2022,MONACO,Europe,Western Europe,2022/08/31,0
2022,MONACO,Europe,Western Europe,2022/09/30,0
2022,MONACO,Europe,Western Europe,2022/10/31,3
2022,MONACO,Europe,Western Europe,2022/11/30,0
2022,MONACO,Europe,Western Europe,2022/12/31,31
2022,MONGOLIA,Asia,Eastern Asia,2022/01/31,14
2022,MONGOLIA,Asia,Eastern Asia,2022/02/28,22
2022,MONGOLIA,Asia,Eastern Asia,2022/03/31,0
2022,MONGOLIA,Asia,Eastern Asia,2022/04/30,1
2022,MONGOLIA,Asia,Eastern Asia,2022/05/31,1
2022,MONGOLIA,Asia,Eastern Asia,2022/06/30,1
2022,MONGOLIA,Asia,Eastern Asia,2022/07/31,4
2022,MONGOLIA,Asia,Eastern Asia,2022/08/31,1
2022,MONGOLIA,Asia,Eastern Asia,2022/09/30,4
2022,MONGOLIA,Asia,Eastern Asia,2022/10/31,3
2022,MONGOLIA,Asia,Eastern Asia,2022/11/30,1
2022,MONGOLIA,Asia,Eastern Asia,2022/12/31,0
2022,MONTENEGRO,Europe,Southern Europe,2022/01/31,5
2022,MONTENEGRO,Europe,Southern Europe,2022/02/28,13
2022,MONTENEGRO,Europe,Southern Europe,2022/03/31,12
2022,MONTENEGRO,Europe,Southern Europe,2022/04/30,9
2022,MONTENEGRO,Europe,Southern Europe,2022/05/31,2
2022,MONTENEGRO,Europe,Southern Europe,2022/06/30,1
2022,MONTENEGRO,Europe,Southern Europe,2022/07/31,3
2022,MONTENEGRO,Europe,Southern Europe,2022/08/31,1
2022,MONTENEGRO,Europe,Southern Europe,2022/09/30,0
2022,MONTENEGRO,Europe,Southern Europe,2022/10/31,0
2022,MONTENEGRO,Europe,Southern Europe,2022/11/30,7
2022,MONTENEGRO,Europe,Southern Europe,2022/12/31,6
2022,MOROCCO,Africa,Northern Africa,2022/01/31,29
2022,MOROCCO,Africa,Northern Africa,2022/02/28,61
2022,MOROCCO,Africa,Northern Africa,2022/03/31,90
2022,MOROCCO,Africa,Northern Africa,2022/04/30,23
2022,MOROCCO,Africa,Northern Africa,2022/05/31,44
2022,MOROCCO,Africa,Northern Africa,2022/06/30,20
2022,MOROCCO,Africa,Northern Africa,2022/07/31,19
2022,MOROCCO,Africa,Northern Africa,2022/08/31,28
2022,MOROCCO,Africa,Northern Africa,2022/09/30,10
2022,MOROCCO,Africa,Northern Africa,2022/10/31,24
2022,MOROCCO,Africa,Northern Africa,2022/11/30,42
2022,MOROCCO,Africa,Northern Africa,2022/12/31,56
2022,MOZAMBIQUE,Africa,Eastern Africa,2022/01/31,0
2022,MOZAMBIQUE,Africa,Eastern Africa,2022/02/28,2
2022,MOZAMBIQUE,Africa,Eastern Africa,2022/03/31,1
2022,MOZAMBIQUE,Africa,Eastern Africa,2022/04/30,0
2022,MOZAMBIQUE,Africa,Eastern Africa,2022/05/31,2
2022,MOZAMBIQUE,Africa,Eastern Africa,2022/06/30,1
2022,MOZAMBIQUE,Africa,Eastern Africa,2022/07/31,0
2022,MOZAMBIQUE,Africa,Eastern Africa,2022/08/31,0
2022,MOZAMBIQUE,Africa,Eastern Africa,2022/09/30,3
2022,MOZAMBIQUE,Africa,Eastern Africa,2022/10/31,1
2022,MOZAMBIQUE,Africa,Eastern Africa,2022/11/30,2
2022,MOZAMBIQUE,Africa,Eastern Africa,2022/12/31,2
2022,MYANMAR,Asia,South-eastern Asia,2022/01/31,16
2022,MYANMAR,Asia,South-eastern Asia,2022/02/28,23
2022,MYANMAR,Asia,South-eastern Asia,2022/03/31,19
2022,MYANMAR,Asia,South-eastern Asia,2022/04/30,42
2022,MYANMAR,Asia,South-eastern Asia,2022/05/31,16
2022,MYANMAR,Asia,South-eastern Asia,2022/06/30,11
2022,MYANMAR,Asia,South-eastern Asia,2022/07/31,16
2022,MYANMAR,Asia,South-eastern Asia,2022/08/31,10
2022,MYANMAR,Asia,South-eastern Asia,2022/09/30,33
2022,MYANMAR,Asia,South-eastern Asia,2022/10/31,25
2022,MYANMAR,Asia,South-eastern Asia,2022/11/30,14
2022,MYANMAR,Asia,South-eastern Asia,2022/12/31,27
2022,NIGER,Africa,Western Africa,2022/01/31,0
2022,NIGER,Africa,Western Africa,2022/02/28,0
2022,NIGER,Africa,Western Africa,2022/03/31,0
2022,NIGER,Africa,Western Africa,2022/04/30,0
2022,NIGER,Africa,Western Africa,2022/05/31,1
2022,NIGER,Africa,Western Africa,2022/06/30,0
2022,NIGER,Africa,Western Africa,2022/07/31,1
2022,NIGER,Africa,Western Africa,2022/08/31,0
2022,NIGER,Africa,Western Africa,2022/09/30,0
2022,NIGER,Africa,Western Africa,2022/10/31,0
2022,NIGER,Africa,Western Africa,2022/11/30,0
2022,NIGER,Africa,Western Africa,2022/12/31,0
2022,NAMIBIA,Africa,Southern Africa,2022/01/31,2
2022,NAMIBIA,Africa,Southern Africa,2022/02/28,0
2022,NAMIBIA,Africa,Southern Africa,2022/03/31,1
2022,NAMIBIA,Africa,Southern Africa,2022/04/30,10
2022,NAMIBIA,Africa,Southern Africa,2022/05/31,3
2022,NAMIBIA,Africa,Southern Africa,2022/06/30,0
2022,NAMIBIA,Africa,Southern Africa,2022/07/31,2
2022,NAMIBIA,Africa,Southern Africa,2022/08/31,0
2022,NAMIBIA,Africa,Southern Africa,2022/09/30,2
2022,NAMIBIA,Africa,Southern Africa,2022/10/31,0
2022,NAMIBIA,Africa,Southern Africa,2022/11/30,1
2022,NAMIBIA,Africa,Southern Africa,2022/12/31,3
2022,NAURU,Oceania,Micronesia,2022/01/31,
2022,NAURU,Oceania,Micronesia,2022/02/28,
2022,NAURU,Oceania,Micronesia,2022/03/31,
2022,NAURU,Oceania,Micronesia,2022/04/30,
2022,NAURU,Oceania,Micronesia,2022/05/31,
2022,NAURU,Oceania,Micronesia,2022/06/30,
2022,NAURU,Oceania,Micronesia,2022/07/31,
2022,NAURU,Oceania,Micronesia,2022/08/31,
2022,NAURU,Oceania,Micronesia,2022/09/30,
2022,NAURU,Oceania,Micronesia,2022/10/31,
2022,NAURU,Oceania,Micronesia,2022/11/30,
2022,NAURU,Oceania,Micronesia,2022/12/31,
2022,NEPAL,Asia,Southern Asia,2022/01/31,100
2022,NEPAL,Asia,Southern Asia,2022/02/28,97
2022,NEPAL,Asia,Southern Asia,2022/03/31,186
2022,NEPAL,Asia,Southern Asia,2022/04/30,94
2022,NEPAL,Asia,Southern Asia,2022/05/31,39
2022,NEPAL,Asia,Southern Asia,2022/06/30,30
2022,NEPAL,Asia,Southern Asia,2022/07/31,25
2022,NEPAL,Asia,Southern Asia,2022/08/31,50
2022,NEPAL,Asia,Southern Asia,2022/09/30,47
2022,NEPAL,Asia,Southern Asia,2022/10/31,90
2022,NEPAL,Asia,Southern Asia,2022/11/30,126
2022,NEPAL,Asia,Southern Asia,2022/12/31,181
2022,NETHERLANDS,Europe,Western Europe,2022/01/31,"1,141"
2022,NETHERLANDS,Europe,Western Europe,2022/02/28,"1,232"
2022,NETHERLANDS,Europe,Western Europe,2022/03/31,"1,422"
2022,NETHERLANDS,Europe,Western Europe,2022/04/30,"1,575"
2022,NETHERLANDS,Europe,Western Europe,2022/05/31,483
2022,NETHERLANDS,Europe,Western Europe,2022/06/30,423
2022,NETHERLANDS,Europe,Western Europe,2022/07/31,"2,053"
2022,NETHERLANDS,Europe,Western Europe,2022/08/31,"1,021"
2022,NETHERLANDS,Europe,Western Europe,2022/09/30,473
2022,NETHERLANDS,Europe,Western Europe,2022/10/31,559
2022,NETHERLANDS,Europe,Western Europe,2022/11/30,649
2022,NETHERLANDS,Europe,Western Europe,2022/12/31,956
2022,NEW ZEALAND,Oceania,Australia and New Zealand,2022/01/31,112
2022,NEW ZEALAND,Oceania,Australia and New Zealand,2022/02/28,131
2022,NEW ZEALAND,Oceania,Australia and New Zealand,2022/03/31,246
2022,NEW ZEALAND,Oceania,Australia and New Zealand,2022/04/30,329
2022,NEW ZEALAND,Oceania,Australia and New Zealand,2022/05/31,181
2022,NEW ZEALAND,Oceania,Australia and New Zealand,2022/06/30,153
2022,NEW ZEALAND,Oceania,Australia and New Zealand,2022/07/31,239
2022,NEW ZEALAND,Oceania,Australia and New Zealand,2022/08/31,166
2022,NEW ZEALAND,Oceania,Australia and New Zealand,2022/09/30,186
2022,NEW ZEALAND,Oceania,Australia and New Zealand,2022/10/31,244
2022,NEW ZEALAND,Oceania,Australia and New Zealand,2022/11/30,307
2022,NEW ZEALAND,Oceania,Australia and New Zealand,2022/12/31,572
2022,NICARAGUA,North America,Central America,2022/01/31,0
2022,NICARAGUA,North America,Central America,2022/02/28,0
2022,NICARAGUA,North America,Central America,2022/03/31,0
2022,NICARAGUA,North America,Central America,2022/04/30,0
2022,NICARAGUA,North America,Central America,2022/05/31,0
2022,NICARAGUA,North America,Central America,2022/06/30,1
2022,NICARAGUA,North America,Central America,2022/07/31,1
2022,NICARAGUA,North America,Central America,2022/08/31,0
2022,NICARAGUA,North America,Central America,2022/09/30,0
2022,NICARAGUA,North America,Central America,2022/10/31,0
2022,NICARAGUA,North America,Central America,2022/11/30,1
2022,NICARAGUA,North America,Central America,2022/12/31,0
2022,NIGERIA,Africa,Western Africa,2022/01/31,5
2022,NIGERIA,Africa,Western Africa,2022/02/28,3
2022,NIGERIA,Africa,Western Africa,2022/03/31,3
2022,NIGERIA,Africa,Western Africa,2022/04/30,5
2022,NIGERIA,Africa,Western Africa,2022/05/31,0
2022,NIGERIA,Africa,Western Africa,2022/06/30,0
2022,NIGERIA,Africa,Western Africa,2022/07/31,1
2022,NIGERIA,Africa,Western Africa,2022/08/31,1
2022,NIGERIA,Africa,Western Africa,2022/09/30,1
2022,NIGERIA,Africa,Western Africa,2022/10/31,1
2022,NIGERIA,Africa,Western Africa,2022/11/30,1
2022,NIGERIA,Africa,Western Africa,2022/12/31,6
2022,NORWAY,Europe,Northern Europe,2022/01/31,521
2022,NORWAY,Europe,Northern Europe,2022/02/28,595
2022,NORWAY,Europe,Northern Europe,2022/03/31,768
2022,NORWAY,Europe,Northern Europe,2022/04/30,587
2022,NORWAY,Europe,Northern Europe,2022/05/31,192
2022,NORWAY,Europe,Northern Europe,2022/06/30,"1,021"
2022,NORWAY,Europe,Northern Europe,2022/07/31,757
2022,NORWAY,Europe,Northern Europe,2022/08/31,295
2022,NORWAY,Europe,Northern Europe,2022/09/30,250
2022,NORWAY,Europe,Northern Europe,2022/10/31,257
2022,NORWAY,Europe,Northern Europe,2022/11/30,332
2022,NORWAY,Europe,Northern Europe,2022/12/31,408
2022,OMAN,Asia,Western Asia,2022/01/31,101
2022,OMAN,Asia,Western Asia,2022/02/28,127
2022,OMAN,Asia,Western Asia,2022/03/31,93
2022,OMAN,Asia,Western Asia,2022/04/30,18
2022,OMAN,Asia,Western Asia,2022/05/31,47
2022,OMAN,Asia,Western Asia,2022/06/30,35
2022,OMAN,Asia,Western Asia,2022/07/31,75
2022,OMAN,Asia,Western Asia,2022/08/31,55
2022,OMAN,Asia,Western Asia,2022/09/30,26
2022,OMAN,Asia,Western Asia,2022/10/31,58
2022,OMAN,Asia,Western Asia,2022/11/30,84
2022,OMAN,Asia,Western Asia,2022/12/31,157
2022,PAKISTAN,Asia,Southern Asia,2022/01/31,610
2022,PAKISTAN,Asia,Southern Asia,2022/02/28,691
2022,PAKISTAN,Asia,Southern Asia,2022/03/31,"1,256"
2022,PAKISTAN,Asia,Southern Asia,2022/04/30,138
2022,PAKISTAN,Asia,Southern Asia,2022/05/31,214
2022,PAKISTAN,Asia,Southern Asia,2022/06/30,279
2022,PAKISTAN,Asia,Southern Asia,2022/07/31,241
2022,PAKISTAN,Asia,Southern Asia,2022/08/31,286
2022,PAKISTAN,Asia,Southern Asia,2022/09/30,421
2022,PAKISTAN,Asia,Southern Asia,2022/10/31,443
2022,PAKISTAN,Asia,Southern Asia,2022/11/30,783
2022,PAKISTAN,Asia,Southern Asia,2022/12/31,898
2022,PALESTINIAN TERRITORIES,Asia,Western Asia,2022/01/31,20
2022,PALESTINIAN TERRITORIES,Asia,Western Asia,2022/02/28,27
2022,PALESTINIAN TERRITORIES,Asia,Western Asia,2022/03/31,55
2022,PALESTINIAN TERRITORIES,Asia,Western Asia,2022/04/30,13
2022,PALESTINIAN TERRITORIES,Asia,Western Asia,2022/05/31,29
2022,PALESTINIAN TERRITORIES,Asia,Western Asia,2022/06/30,21
2022,PALESTINIAN TERRITORIES,Asia,Western Asia,2022/07/31,28
2022,PALESTINIAN TERRITORIES,Asia,Western Asia,2022/08/31,20
2022,PALESTINIAN TERRITORIES,Asia,Western Asia,2022/09/30,15
2022,PALESTINIAN TERRITORIES,Asia,Western Asia,2022/10/31,23
2022,PALESTINIAN TERRITORIES,Asia,Western Asia,2022/11/30,39
2022,PALESTINIAN TERRITORIES,Asia,Western Asia,2022/12/31,76
2022,PANAMA,North America,Central America,2022/01/31,2
2022,PANAMA,North America,Central America,2022/02/28,1
2022,PANAMA,North America,Central America,2022/03/31,0
2022,PANAMA,North America,Central America,2022/04/30,0
2022,PANAMA,North America,Central America,2022/05/31,1
2022,PANAMA,North America,Central America,2022/06/30,2
2022,PANAMA,North America,Central America,2022/07/31,4
2022,PANAMA,North America,Central America,2022/08/31,1
2022,PANAMA,North America,Central America,2022/09/30,1
2022,PANAMA,North America,Central America,2022/10/31,0
2022,PANAMA,North America,Central America,2022/11/30,0
2022,PANAMA,North America,Central America,2022/12/31,0
2022,PAPUA NEW GUINEA,Oceania,Melanesia,2022/01/31,0
2022,PAPUA NEW GUINEA,Oceania,Melanesia,2022/02/28,1
2022,PAPUA NEW GUINEA,Oceania,Melanesia,2022/03/31,2
2022,PAPUA NEW GUINEA,Oceania,Melanesia,2022/04/30,1
2022,PAPUA NEW GUINEA,Oceania,Melanesia,2022/05/31,0
2022,PAPUA NEW GUINEA,Oceania,Melanesia,2022/06/30,1
2022,PAPUA NEW GUINEA,Oceania,Melanesia,2022/07/31,2
2022,PAPUA NEW GUINEA,Oceania,Melanesia,2022/08/31,1
2022,PAPUA NEW GUINEA,Oceania,Melanesia,2022/09/30,3
2022,PAPUA NEW GUINEA,Oceania,Melanesia,2022/10/31,1
2022,PAPUA NEW GUINEA,Oceania,Melanesia,2022/11/30,1
2022,PAPUA NEW GUINEA,Oceania,Melanesia,2022/12/31,8
2022,PARAGUAY,South America,South America,2022/01/31,1
2022,PARAGUAY,South America,South America,2022/02/28,2
2022,PARAGUAY,South America,South America,2022/03/31,0
2022,PARAGUAY,South America,South America,2022/04/30,3
2022,PARAGUAY,South America,South America,2022/05/31,0
2022,PARAGUAY,South America,South America,2022/06/30,0
2022,PARAGUAY,South America,South America,2022/07/31,0
2022,PARAGUAY,South America,South America,2022/08/31,1
2022,PARAGUAY,South America,South America,2022/09/30,0
2022,PARAGUAY,South America,South America,2022/10/31,0
2022,PARAGUAY,South America,South America,2022/11/30,2
2022,PARAGUAY,South America,South America,2022/12/31,1
2022,PERU,South America,South America,2022/01/31,11
2022,PERU,South America,South America,2022/02/28,12
2022,PERU,South America,South America,2022/03/31,13
2022,PERU,South America,South America,2022/04/30,9
2022,PERU,South America,South America,2022/05/31,10
2022,PERU,South America,South America,2022/06/30,1
2022,PERU,South America,South America,2022/07/31,3
2022,PERU,South America,South America,2022/08/31,5
2022,PERU,South America,South America,2022/09/30,3
2022,PERU,South America,South America,2022/10/31,4
2022,PERU,South America,South America,2022/11/30,2
2022,PERU,South America,South America,2022/12/31,14
2022,PHILIPPINES,Asia,South-eastern Asia,2022/01/31,109
2022,PHILIPPINES,Asia,South-eastern Asia,2022/02/28,157
2022,PHILIPPINES,Asia,South-eastern Asia,2022/03/31,256
2022,PHILIPPINES,Asia,South-eastern Asia,2022/04/30,246
2022,PHILIPPINES,Asia,South-eastern Asia,2022/05/31,160
2022,PHILIPPINES,Asia,South-eastern Asia,2022/06/30,97
2022,PHILIPPINES,Asia,South-eastern Asia,2022/07/31,149
2022,PHILIPPINES,Asia,South-eastern Asia,2022/08/31,125
2022,PHILIPPINES,Asia,South-eastern Asia,2022/09/30,115
2022,PHILIPPINES,Asia,South-eastern Asia,2022/10/31,162
2022,PHILIPPINES,Asia,South-eastern Asia,2022/11/30,149
2022,PHILIPPINES,Asia,South-eastern Asia,2022/12/31,236
2022,POLAND,Europe,Eastern Europe,2022/01/31,"3,185"
2022,POLAND,Europe,Eastern Europe,2022/02/28,"4,315"
2022,POLAND,Europe,Eastern Europe,2022/03/31,"3,315"
2022,POLAND,Europe,Eastern Europe,2022/04/30,"1,391"
2022,POLAND,Europe,Eastern Europe,2022/05/31,203
2022,POLAND,Europe,Eastern Europe,2022/06/30,320
2022,POLAND,Europe,Eastern Europe,2022/07/31,344
2022,POLAND,Europe,Eastern Europe,2022/08/31,261
2022,POLAND,Europe,Eastern Europe,2022/09/30,228
2022,POLAND,Europe,Eastern Europe,2022/10/31,307
2022,POLAND,Europe,Eastern Europe,2022/11/30,802
2022,POLAND,Europe,Eastern Europe,2022/12/31,524
2022,PORTUGAL,Europe,Southern Europe,2022/01/31,157
2022,PORTUGAL,Europe,Southern Europe,2022/02/28,206
2022,PORTUGAL,Europe,Southern Europe,2022/03/31,341
2022,PORTUGAL,Europe,Southern Europe,2022/04/30,295
2022,PORTUGAL,Europe,Southern Europe,2022/05/31,64
2022,PORTUGAL,Europe,Southern Europe,2022/06/30,128
2022,PORTUGAL,Europe,Southern Europe,2022/07/31,86
2022,PORTUGAL,Europe,Southern Europe,2022/08/31,113
2022,PORTUGAL,Europe,Southern Europe,2022/09/30,95
2022,PORTUGAL,Europe,Southern Europe,2022/10/31,120
2022,PORTUGAL,Europe,Southern Europe,2022/11/30,145
2022,PORTUGAL,Europe,Southern Europe,2022/12/31,156
2022,QATAR,Asia,Western Asia,2022/01/31,4
2022,QATAR,Asia,Western Asia,2022/02/28,17
2022,QATAR,Asia,Western Asia,2022/03/31,53
2022,QATAR,Asia,Western Asia,2022/04/30,5
2022,QATAR,Asia,Western Asia,2022/05/31,55
2022,QATAR,Asia,Western Asia,2022/06/30,9
2022,QATAR,Asia,Western Asia,2022/07/31,38
2022,QATAR,Asia,Western Asia,2022/08/31,9
2022,QATAR,Asia,Western Asia,2022/09/30,21
2022,QATAR,Asia,Western Asia,2022/10/31,15
2022,QATAR,Asia,Western Asia,2022/11/30,18
2022,QATAR,Asia,Western Asia,2022/12/31,57
2022,ROMANIA,Europe,Eastern Europe,2022/01/31,528
2022,ROMANIA,Europe,Eastern Europe,2022/02/28,776
2022,ROMANIA,Europe,Eastern Europe,2022/03/31,517
2022,ROMANIA,Europe,Eastern Europe,2022/04/30,475
2022,ROMANIA,Europe,Eastern Europe,2022/05/31,50
